Basisschool advies,Voorkeur 1,Voorkeur 2,Voorkeur 3,Voorkeur 4,Voorkeur 5,Voorkeur 6,Voorkeur 7,Voorkeur 8,Voorkeur 9,Voorkeur 10,Voorkeur 11,Voorkeur 12,Voorkeur 13,Voorkeur 14,Voorkeur 15,Voorkeur 16,Voorkeur 17,Voorkeur 18,Voorkeur 19,Voorkeur 20,Voorkeur 21,Voorkeur 22
vwo,Fons Vitae Lyceum - vwo,Geert Groote College - v.a. vmbo-t,DENISE - Denise TL - v.a. vmbo-t,CSB - v.a. vmbo-t,Hyperion Lyceum - vwo,Open Schoolgemeenschap Bijlmer - v.a. havo,Montessori Lyceum Amsterdam - vwo,IVKO - v.a. vmbo-t,Clusius College - v.a. vmbo-b,Montessori Lyceum Amsterdam - Gymnasium - vwo,Pieter Nieuwland College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Panta Rhei - Kansrijk Kader - vmbo-b/k,SvPO Amsterdam - v.a. havo,Calandlyceum - Technasium - vwo,Bredero Mavo - Tweetalig - v.a. vmbo-t,Lumion - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Mediacollege Amsterdam - vmbo-k,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Gerrit van der Veen College - vwo,SvPO Amsterdam - vwo,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Vossius Gymnasium - vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,College De Meer - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. havo,Cburg College - v.a. vmbo-b,Gerrit van der Veen College - kunst+klas  - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Bredero Mavo - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Geert Groote College - Kansrijk VWO - havo/vwo,Huygens College - v.a. vmbo-b,SvPO Amsterdam - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Calandlyceum - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Comenius Lyceum Amsterdam - v.a. havo,De nieuwe Havo - v.a. havo,Calandlyceum - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Lumion - v.a. havo,Cburg College - Kansrijk Kader - vmbo-b/k,Bredero Beroepscollege - v.a. vmbo-b,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Amsterdam - v.a. havo,Spring High - v.a. vmbo-t,Marcanti College - vwo,College De Meer - v.a. vmbo-b,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Hervormd Lyceum Zuid - vwo,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Cartesius Lyceum - v.a. havo,Hervormd Lyceum Zuid - v.a. havo,Geert Groote College - Kansrijk HAVO - vmbo-t/havo,Spinoza20first - v.a. vmbo-t,Spinoza Lyceum - v.a. havo,Lumion - v.a. havo,Mediacollege Amsterdam - v.a. vmbo-b,Cornelius Haga Lyceum - v.a. vmbo-t,Damstede - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Technasium vwo - vwo,Hubertus & Berkhoff - Tweetalig - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Marcanti College - vmbo-k,Huygens College - v.a. vmbo-b,CSB - v.a. vmbo-t,SvPO Amsterdam - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Alasca - vwo,Over-Y - v.a. vmbo-t,DENISE - Denise TL - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,Spinoza Lyceum - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Mediacollege Amsterdam - v.a. vmbo-b,College De Meer - v.a. vmbo-b,Bindelmeer College - v.a. vmbo-b,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Vox College - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Calandlyceum - Technasium - havo/vwo,Geert Groote College - Kansrijk VWO - havo/vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Barlaeus Gymnasium - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,IVKO - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,Berlage Lyceum - Tweetalig - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,Joodse Scholengemeenschap Maimonides  - v.a. vmbo-t,Marcanti College - v.a. havo,Gerrit van der Veen College - vwo,Montessori Lyceum Oostpoort - v.a. vmbo-b,Metis Montessori Lyceum - Technasium havo/vwo - v.a. havo,Huygens College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Calandlyceum - havo,Open Schoolgemeenschap Bijlmer - vmbo-k,Open Schoolgemeenschap Bijlmer - v.a. havo,Marcanti College - v.a. vmbo-t,Hervormd Lyceum West - Tweetalig - v.a. havo,Mundus College - vmbo-t,Clusius College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Berlage Lyceum - Tweetalig - v.a. vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Wellantcollege Linnaeus - v.a. vmbo-b,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Bredero Mavo - v.a. vmbo-t,Comenius Lyceum Amsterdam - v.a. vmbo-t,Damstede - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Huygens College - Kansrijk Kader - vmbo-b/k,Damstede - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cartesius Lyceum - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Spinoza Lyceum - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. vmbo-t,Bindelmeer College - v.a. vmbo-b,IVKO - DAMU - v.a. vmbo-t,Fons Vitae Lyceum - v.a. havo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,DENISE - Denise VWO - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Het Amsterdams Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Havo de Hof - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Cornelius Haga Lyceum - v.a. havo,Zuiderlicht College - Kansrijk Kader - vmbo-b/k,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,IJburg College - v.a. vmbo-b,Panta Rhei - v.a. vmbo-b,Geert Groote College - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,IVKO - DAMU - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Vox College - v.a. vmbo-t,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,SvPO Amsterdam - vwo,Cburg College - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel havo/vwo - v.a. havo,Lumion - v.a. havo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Vox College - v.a. havo,Spring High - v.a. vmbo-t,St. Nicolaaslyceum - Tweetalig Onderwijs - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Cornelius Haga Lyceum - v.a. vmbo-t,Calvijn College - Kansrijk Kader - vmbo-b/k,Bredero Beroepscollege - v.a. vmbo-b,Geert Groote College - v.a. havo,Berlage Lyceum - Tweetalig - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,IJburg College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Montessori Lyceum Oostpoort - Kansrijk Kader - vmbo-b/k,IJburg College - v.a. vmbo-t,Damstede - vwo,Montessori Lyceum Oostpoort - v.a. havo,Gerrit van der Veen College - vwo,Mediacollege Amsterdam - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,St. Nicolaaslyceum - v.a. havo,Montessori Lyceum Oostpoort - v.a. havo,Comenius Lyceum Amsterdam - v.a. vmbo-t,Montessori Lyceum Amsterdam - v.a. havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,Geert Groote College - vwo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Spinoza Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Geert Groote College - vwo,Sweelinck College - Kansrijk HAVO - vmbo-t/havo,St. Nicolaaslyceum - Tweetalig Onderwijs - v.a. havo,Damstede - vwo,Montessori Lyceum Amsterdam - v.a. havo,Spring High - v.a. vmbo-t,DENISE - Denise VWO - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Cartesius Lyceum - v.a. havo,Calandlyceum - havo/vwo,Amsterdams Beroepscollege Noorderlicht - v.a. vmbo-b,Mediacollege Amsterdam - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,IVKO - v.a. havo,IVKO - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Pieter Nieuwland College - v.a. havo,Damstede - vwo,Marcanti College - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Calandlyceum - vmbo-t/havo,IVKO - v.a. vmbo-t,DENISE - Denise VWO - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Vossius Gymnasium - vwo,Berlage Lyceum - Tweetalig - v.a. havo,Over-Y - havo,Wellantcollege Sloten - vmbo-t,Cygnus gymnasium - vwo,Hubertus & Berkhoff - v.a. vmbo-b,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Sweelinck College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Hubertus & Berkhoff - Tweetalig - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,SvPO Amsterdam - vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Damstede - vwo,IJburg College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,Gerrit van der Veen College - vwo,Clusius College - v.a. vmbo-b,Calandlyceum - vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Mundus College - v.a. vmbo-b,Vinse School - v.a. vmbo-t,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Sweelinck College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Marcanti College - v.a. vmbo-b,Calvijn College - v.a. vmbo-b,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Cornelius Haga Lyceum - vwo,Pieter Nieuwland College - plus - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,CSB - v.a. vmbo-t,Bredero Mavo - Tweetalig - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Mundus College - vmbo-t,Calandlyceum - LOOT - v.a. vmbo-t,IVKO - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het Amsterdams Lyceum - vwo,Hubertus & Berkhoff - v.a. vmbo-b,Pieter Nieuwland College - vwo,Vox College - v.a. havo,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - v.a. havo,Vox College - Kansrijk HAVO - vmbo-t/havo,Lumion - Kansrijk HAVO - vmbo-t/havo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Vossius Gymnasium - vwo,DENISE - Denise Havo - v.a. havo,Hervormd Lyceum Zuid - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Damstede - vwo,Pieter Nieuwland College - Kansrijk VWO - havo/vwo,Xplore - v.a. vmbo-t,Zuiderlicht College - v.a. vmbo-b,Mundus College - vmbo-k,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,DENISE - Denise VWO - vwo,Sweelinck College - v.a. vmbo-t,Ir. Lely Lyceum - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Metis Montessori Lyceum - Coderclass of Metisprofiel vwo - vwo,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Zuiderlicht College - Talentendansklas - v.a. vmbo-b,Vinse School - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,CSB - v.a. vmbo-t,Montessori Lyceum Amsterdam - v.a. vmbo-t,DENISE - Denise VWO - vwo,Spinoza Lyceum - v.a. vmbo-t,CSB - Kansrijk VWO - havo/vwo,Hubertus & Berkhoff - Tweetalig - vmbo-k,Metis Montessori Lyceum - Technasium vwo - vwo,Ir. Lely Lyceum - v.a. vmbo-t,Geert Groote College - Kansrijk VWO - havo/vwo,Cygnus gymnasium - vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Hervormd Lyceum West - Kansrijk HAVO - vmbo-t/havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Alasca - vwo,Mundus College - vmbo-k,Mediacollege Amsterdam - vmbo-k,Hyperion Lyceum - vwo,Spinoza Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Spinoza Lyceum - vwo,Open Schoolgemeenschap Bijlmer - vmbo-k,Calandlyceum - LOOT - v.a. vmbo-t,Bredero Mavo - Tweetalig - v.a. vmbo-t,Calandlyceum - vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Marcanti College - v.a. havo,CSB - Kansrijk HAVO - vmbo-t/havo,Ir. Lely Lyceum - Kansrijk VWO - havo/vwo,Montessori Lyceum Amsterdam - Gymnasium - vwo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Geert Groote College - vwo,Panta Rhei - Kansrijk Kader - vmbo-b/k,Marcanti College - v.a. vmbo-t,Montessori Lyceum Amsterdam - Gymnasium - vwo,Bindelmeer College - v.a. vmbo-b,Geert Groote College - v.a. vmbo-t,Mediacollege Amsterdam - vmbo-k,Hervormd Lyceum West - v.a. havo,De nieuwe Havo - v.a. havo,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,Cartesius Lyceum - Kansrijk VWO - havo/vwo,Open Schoolgemeenschap Bijlmer - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Calandlyceum - Technasium - vwo,Mundus College - vmbo-k,DENISE - Denise VWO - vwo,Wellantcollege Sloten - v.a. vmbo-b,Vox College - v.a. havo,Vox College - v.a. vmbo-b,Mediacollege Amsterdam - vmbo-k,Montessori Lyceum Amsterdam - Sluisbuurt - vwo,Cartesius Lyceum - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Comenius Lyceum Amsterdam - vwo,Calandlyceum - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Montessori Lyceum Oostpoort - Kansrijk HAVO - vmbo-t/havo,Hervormd Lyceum Zuid - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Calandlyceum - Kansrijk VWO - havo/vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Kiem Montessori - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,St. Nicolaaslyceum - v.a. havo,Calandlyceum - vmbo-t,Spinoza Lyceum - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Montessori Lyceum Amsterdam - vwo,IVKO - Kansrijk HAVO - vmbo-t/havo,DENISE - Denise TL - v.a. vmbo-t,Comenius Lyceum Amsterdam - Kansrijk HAVO - vmbo-t/havo,Vox College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,De nieuwe Havo - v.a. havo,Pieter Nieuwland College - vwo,IVKO - v.a. havo,Spinoza Lyceum - Gymnasium - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,SvPO Amsterdam - vwo,Alasca - v.a. havo,Vinse School - v.a. vmbo-t,Ir. Lely Lyceum - Technasium - v.a. vmbo-t,College De Meer - v.a. vmbo-b,Calandlyceum - LOOT - v.a. vmbo-t,Lumion - vwo,Cburg College - v.a. vmbo-b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Vox College - v.a. vmbo-t,Calandlyceum - Kansrijk VWO - havo/vwo,Lumion - Kansrijk HAVO - vmbo-t/havo,Spinoza20first - v.a. vmbo-t,IJburg College - v.a. vmbo-b,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,Calvijn College - v.a. vmbo-b,De Amsterdamse MAVO - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Over-Y - Kansrijk HAVO - vmbo-t/havo,Zuiderlicht College - v.a. vmbo-b,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Cornelius Haga Lyceum - vwo,IVKO - DAMU - v.a. vmbo-t,Alasca - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Comenius Lyceum Amsterdam - vwo,Montessori Lyceum Oostpoort - Kansrijk VWO - havo/vwo,SvPO Amsterdam - Kansrijk VWO - havo/vwo,Spinoza Lyceum - Muziekplus - v.a. havo,Spinoza20first - v.a. vmbo-t,Calvijn College - Kansrijk Kader - vmbo-b/k,Calandlyceum - vmbo-t,Gerrit van der Veen College - v.a. havo,Ir. Lely Lyceum - Kansrijk HAVO - vmbo-t/havo,Pieter Nieuwland College - v.a. havo,Cornelius Haga Lyceum - v.a. vmbo-t,Hyperion Lyceum - vwo,Fons Vitae Lyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Calandlyceum - vwo,Ir. Lely Lyceum - Kansrijk HAVO-Technasium - vmbo-t/havo,DENISE - Denise TL - v.a. vmbo-t,Calandlyceum - havo,DENISE - Denise Havo - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hervormd Lyceum Zuid - Universalis - vwo,Marcanti College - v.a. havo,Amsterdams Beroepscollege Noorderlicht - vmbo-k,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Berlage Lyceum - Tweetalig - vwo,Hervormd Lyceum Zuid - vwo,Lumion - vwo,Gerrit van der Veen College - kunst+klas  - v.a. havo,De Amsterdamse MAVO - v.a. vmbo-t,Over-Y - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Het 4e Gymnasium - vwo,Pieter Nieuwland College - v.a. havo,Huygens College - v.a. vmbo-b,Bredero Beroepscollege - v.a. vmbo-b,Lumion - vwo,Open Schoolgemeenschap Bijlmer - vwo,Sweelinck College - v.a. vmbo-t,DENISE - Denise Havo - v.a. havo,Hervormd Lyceum West - Tweetalig - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Berlage Lyceum - Tweetalig - vwo,Vox College - Kansrijk HAVO - vmbo-t/havo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Calandlyceum - LOOT - v.a. vmbo-t,Vox College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Fons Vitae Lyceum - vwo,Lumion - Kansrijk VWO - havo/vwo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Open Schoolgemeenschap Bijlmer - v.a. vmbo-b,Hervormd Lyceum West - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Sweelinck College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Barlaeus Gymnasium - vwo,Berlage Lyceum - Kansrijk VWO - Tweetalig - havo/vwo,Damstede - v.a. havo,Bernard Nieuwentijt College (Monnickendam) - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Gerrit van der Veen College - vwo,Calandlyceum - Technasium - havo/vwo,Calandlyceum - vmbo-t/havo,Marcanti College - vmbo-k,Mediacollege Amsterdam - Kansrijk Kader - vmbo-b/k,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Gerrit van der Veen College - vwo,Calvijn College - v.a. vmbo-b,Vox College - vwo,Cornelius Haga Lyceum - vwo,Ir. Lely Lyceum - Kansrijk VWO-Technasium - havo/vwo,Spinoza Lyceum - vwo,Montessori Lyceum Amsterdam - Sluisbuurt - v.a. havo,Marcanti College - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Berlage Lyceum - Tweetalig - vwo,Comenius Lyceum Amsterdam - v.a. havo,Calandlyceum - LOOT - v.a. vmbo-t,Wellantcollege Linnaeus - v.a. vmbo-b,Vox College - Kansrijk VWO - havo/vwo,Gerrit van der Veen College - v.a. havo,Open Schoolgemeenschap Bijlmer - vmbo-k,Gerrit van der Veen College - kunst+klas  - v.a. havo,Calvijn College - Kansrijk Kader - vmbo-b/k,Geert Groote College - v.a. havo,Over-Y - havo,Mediacollege Amsterdam - vmbo-t,Hervormd Lyceum Zuid - v.a. havo,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Ignatiusgymnasium - vwo,Spinoza Lyceum - v.a. vmbo-t,Bredero Mavo - v.a. vmbo-t,Mundus College - v.a. vmbo-b,Hubertus & Berkhoff - v.a. vmbo-t,Bernard Nieuwentijt College (Monnickendam) - v.a. havo,Vox College - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Hyperion Lyceum - vwo,Montessori Lyceum Amsterdam - v.a. vmbo-t,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Cygnus gymnasium - vwo,Comenius Lyceum Amsterdam - Kansrijk VWO - havo/vwo,DENISE - Denise Havo - v.a. havo,Bredero Mavo - Tweetalig - v.a. vmbo-t,St. Nicolaaslyceum - vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vwo,Gerrit van der Veen College - kunst+klas  - v.a. havo,College De Meer - Kansrijk HAVO (icm Havo de Hof) - vmbo-t/havo,Bernard Nieuwentijt College (Monnickendam) - Kansrijk HAVO - vmbo-t/havo,Vox College - v.a. havo,Montessori Lyceum Amsterdam - v.a. havo,Hervormd Lyceum West - Kansrijk VWO - havo/vwo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
